SLES-52975;GoldenEye - Au Service du Mal
SLES-52974;GoldenEye - Rogue Agent
SLES-54181;Gottlieb Pinball Classics
SLES-50038;Gradius III & IV
SLES-52095;Gradius V
SLES-53311;Graffiti Kingdom
SCES-50850;Gran Turismo - Concept 2002 Tokyo-Geneva
SCES-50294;Gran Turismo 3 A-Spec
SCES-51719;Gran Turismo 4
SCES-52438;Gran Turismo 4 - Prologue
SLES-51296;Grand Prix Challenge
SLES-54135;Grand Theft Auto - Liberty City Stories
SLES-51541;Grand Theft Auto - San Andreas
SLES-51061;Grand Theft Auto - Vice City
SLES-54623;Grand Theft Auto - Vice City Stories
SLES-50330;Grand Theft Auto III
SLES-50498;Grandia II
SLES-50715;Gravity Games Bike Street - Vertical Dirt
SLES-51315;Great Escape, The
SLES-51933;Gregory Horror Show
SLES-52058;Groove Rider - Slot Car Racing
SLES-51999;GrooveRider Slot Car Thunder
SLES-53284;Guilty Gear Isuka
SLES-50591;Guilty Gear X
SLES-51344;Guilty Gear X2
SLES-52967;Guilty Gear X2 Reloaded
SLES-54093;Guitar Hero
SLES-54442;Guitar Hero II
SLES-50984;Gumball 3000
SLES-53523;Gun
SLES-54544;Gun Club
SLES-53021;Gunbird - Special Edition
SLES-52620;Guncom 2
SLES-51289;Gunfighter 2 - Legend of Jesse James
SLES-51236;Gungrave
SLES-52941;Gungrave - Overdose
SLES-50158;Gungriffon Blaze
SLES-50559;Guy Roux Manager 2002
SLES-52749;Habitrail - Hamster Ball
SLES-50504;Half-Life
SLES-52658;Hamburg SV - Club Football 2005
SLES-51082;Hamburger SV Club Football - Saison 2003-2004
SLES-53006;Hamster Heroes
SLES-54421;Happy Feet
SLES-51057;Hard Hitter 2
SCES-52677;Hardware - Online Arena
SCES-51977;Hardware Online Arena
SCES-51593;Hardware Online Arena [Beta, Promo & Full Release]
SLES-54606;Harley-Davidson - Race to the Rally
SLES-51194;Harry Potter - Kammer D Schreckens
SLES-51787;Harry Potter - Quidditch World Cup
SLES-53726;Harry Potter and The Goblet of Fire
